"gene","drug","approved","score","interaction_types","sources"
"FCGR3A","PICIBANIL",FALSE,0.407169149948329,"","NCI"
"FCGR3A","TETRADECANOYLPHORBOL ACETATE",FALSE,0.0318100898397132,"","NCI"
"FCGR3A","ANGIOGENESIS INHIBITOR",FALSE,0.16965381247847,"","NCI"
"FCGR3A","THALIDOMIDE",TRUE,0.0550228581011255,"","NCI"
"FCGR3A","DOXORUBICIN HYDROCHLORIDE",TRUE,0.02452826204508,"","PharmGKB; NCI"
"FCGR3A","MUROMONAB-CD3",TRUE,0.339307624956941,"","NCI"
"FCGR3A","CA19-9 ANTIGEN",FALSE,1.01792287487082,"","NCI"
"FCGR3A","PROTEASE INHIBITOR",FALSE,0.101792287487082,"","NCI"
"FCGR3A","CHONDROITIN SULFATES",TRUE,0.226205083304627,"","NCI"
"FCGR3A","EMFILERMIN",FALSE,0.226205083304627,"","NCI"
"FCGR3A","VINCRISTINE",TRUE,0.0201568886113034,"","PharmGKB"
"FCGR3A","RECOMBINANT FLT3 LIGAND",FALSE,0.678615249913881,"","NCI"
"FCGR3A","POLY IC",FALSE,0.407169149948329,"","NCI"
"FCGR3A","FENTANYL CITRATE",TRUE,0.0678615249913881,"","NCI"
"FCGR3A","INDOMETHACIN",TRUE,0.0484725178509915,"","NCI"
"FCGR3A","TRASTUZUMAB",TRUE,0.181771941941218,"","PharmGKB; NCI"
"FCGR3A","IMMUNOSUPPRESSANT",FALSE,0.113102541652313,"","NCI"
"FCGR3A","IMGATUZUMAB",FALSE,0.508961437435411,"modulator","ChEMBL"
"FCGR3A","MATRIX METALLOPROTEINASE INHIBITOR",FALSE,2.03584574974164,"","NCI"
"FCGR3A","RECOMBINANT INTERLEUKIN-2",FALSE,0.113102541652313,"","NCI"
"FCGR3A","GMA-161",FALSE,1.01792287487082,"","TTD"
"FCGR3A","DIMETHYL SULFOXIDE",TRUE,0.127240359358853,"","NCI"
"FCGR3A","RECOMBINANT EOTAXIN",FALSE,0.339307624956941,"","NCI"
"FCGR3A","AFM13",FALSE,0.508961437435411,"antibody","GuideToPharmacology"
"FCGR3A","UBENIMEX",FALSE,0.339307624956941,"","NCI"
"FCGR3A","LACTULOSE",TRUE,0.508961437435411,"","NCI"
"FCGR3A","PUROMYCIN",FALSE,0.226205083304627,"","NCI"
"FCGR3A","HEPARIN",FALSE,0.0848269062392352,"","NCI"
"FCGR3A","CYCLOPHOSPHAMIDE ANHYDROUS",TRUE,0.0239511264675487,"","PharmGKB"
"FCGR3A","TOCILIZUMAB",TRUE,0.254480718717705,"","PharmGKB"
"FCGR3A","RECOMBINANT INTERLEUKIN-8",FALSE,0.290835107105949,"","NCI"
"FCGR3A","ANTI-THYMOCYTE GLOBULIN",TRUE,0.185076886340149,"","PharmGKB"
"FCGR3A","HYDROGEN PEROXIDE",TRUE,0.0496547743839425,"","NCI"
"FCGR3A","TESMILIFENE HYDROCHLORIDE",FALSE,2.03584574974164,"","NCI"
"FCGR3A","CETUXIMAB",TRUE,0.0565512708261568,"","NCI"
"FCGR3A","CYTARABINE",TRUE,0.0228746713454117,"","NCI"
"FCGR3A","SODIUM CHLORIDE",TRUE,0.0727087767764873,"","NCI"
"FCGR3A","EPOETIN ALFA",TRUE,0.0598778161688719,"","NCI"
"FCGR3A","CYCLOSPORINE",TRUE,0.0234005258590993,"","NCI"
"FCGR3A","RECOMBINANT FAS LIGAND",FALSE,0.135723049982776,"","NCI"
"FCGR3A","MARGETUXIMAB",TRUE,0.254480718717705,"","PharmGKB"
"FCGR3A","PENICILLIN ANTIBIOTIC",FALSE,0.508961437435411,"","NCI"
"FCGR3A","GELDANAMYCIN",FALSE,0.185076886340149,"","NCI"
"FCGR3A","MAFOSFAMIDE",FALSE,0.508961437435411,"","NCI"
"FCGR3A","BEMARITUZUMAB",FALSE,0.508961437435411,"antibody","GuideToPharmacology"
"CD83","RECOMBINANT CD40-LIGAND",FALSE,6.61649868666034,"","NCI"
"CD83","SULFASALAZINE",TRUE,1.96044405530677,"","NCI"
"TRBV7-9","TOL-101",FALSE,4.41099912444023,"inhibitor","ChEMBL"
"TRBV7-9","MEDI-500",FALSE,4.41099912444023,"inhibitor","ChEMBL"
"TRBV7-9","MASLIMOMAB",FALSE,4.41099912444023,"inhibitor","ChEMBL"
"IL9R","THERAPEUTIC INTERLEUKIN-9",FALSE,35.2879929955218,"","NCI"
"SGK1","COMPOUND 14N [PMID: 25589934]",FALSE,2.20549956222011,"inhibitor","GuideToPharmacology"
"SGK1","SANOFI-14H",FALSE,1.65412467166509,"inhibitor","GuideToPharmacology"
"SGK1","EMD638683",FALSE,6.61649868666034,"inhibitor","GuideToPharmacology"
"SGK1","SODIUM CHLORIDE",TRUE,0.472607049047167,"","NCI"
"SGK1","ALPELISIB",TRUE,0.400999920403657,"","CIViC"
"SGK1","PO-322",FALSE,6.61649868666034,"inhibitor","GuideToPharmacology"
"SGK1","GSK650394",FALSE,3.30824934333017,"inhibitor","GuideToPharmacology"
"SGK1","CI-1040",FALSE,0.413531167916271,"","TTD"
"SYK","COMPOUND 23 [PMID: 17600705]",FALSE,0.240599952242194,"inhibitor","GuideToPharmacology"
"SYK","FOSTAMATINIB DISODIUM",TRUE,0.962399808968777,"inhibitor","ChEMBL"
"SYK","MIVAVOTINIB CITRATE",FALSE,0.962399808968777,"","TTD"
"SYK","APITOLISIB",FALSE,0.0437454458622171,"inhibitor","GuideToPharmacology"
"SYK","FOSTAMATINIB",TRUE,1.92479961793755,"inhibitor","ChEMBL; TdgClinicalTrial; TTD; MyCancerGenome"
"SYK","R-343",FALSE,0.962399808968777,"inhibitor","ChEMBL"
"SYK","ENTOSPLETINIB",FALSE,0.962399808968777,"inhibitor; inhibitor","ChEMBL; TTD; GuideToPharmacology"
"SYK","GUSACITINIB",FALSE,0.481199904484388,"inhibitor","GuideToPharmacology"
"SYK","R-348",FALSE,0.481199904484388,"inhibitor","ChEMBL"
"SYK","CHEMBL:CHEMBL379975",FALSE,0.0218727229311086,"","DTC"
"SYK","GSK2646264",FALSE,0.240599952242194,"inhibitor","TTD; GuideToPharmacology"
"SYK","CYC-116",FALSE,0.00992164751514203,"","DTC"
"SYK","TAMATINIB",FALSE,0.320799936322926,"","TTD"
"SYK","DASATINIB ANHYDROUS",TRUE,0.0131835590269695,"","DTC"
"SYK","SOVLEPLENIB",FALSE,0.962399808968777,"inhibitor","ChEMBL"
"SYK","R343",FALSE,0.962399808968777,"","TdgClinicalTrial"
"SYK","LANRAPLENIB",FALSE,0.962399808968777,"inhibitor","ChEMBL"
"SYK","PD166285",FALSE,0.017822218684607,"","DTC"
"SYK","CHEMBL:CHEMBL535331",FALSE,0.106933312107642,"","DTC"
"SYK","ADAVOSERTIB",FALSE,0.0400999920403657,"","DTC"
"SYK","NVP-TAE684",FALSE,0.00934368746571628,"","DTC"
"SYK","BAY 61-3606",FALSE,0.0240599952242194,"inhibitor","GuideToPharmacology"
"SYK","TAS05567",FALSE,0.962399808968777,"inhibitor","GuideToPharmacology"
"SYK","IMATINIB",TRUE,0.0131835590269695,"","TTD"
"SYK","SYK INHIBITOR",FALSE,0.962399808968777,"inhibitor","GuideToPharmacology"
"SYK","R-333",FALSE,0.481199904484388,"inhibitor","ChEMBL"
"SYK","FOSTAMATINIB DISODIUM",FALSE,0.962399808968777,"","TTD"
"SYK","ERLOTINIB",TRUE,0.0168842071748908,"","DTC"
"SYK","GUSACITINIB",FALSE,0.192479961793755,"inhibitor","ChEMBL"
"SYK","PRT-2607",FALSE,0.962399808968777,"inhibitor","ChEMBL"
"SYK","R-112",FALSE,0.962399808968777,"inhibitor","ChEMBL"
"SYK","CENISERTIB",FALSE,0.00836869399103284,"","DTC"
"SYK","CERDULATINIB",FALSE,0.240599952242194,"inhibitor","ChEMBL"
"SYK","SYK INHIBITOR III",FALSE,0.106933312107642,"inhibitor","GuideToPharmacology"
"SYK","GSK143",FALSE,0.481199904484388,"inhibitor","GuideToPharmacology"
"SYK","PACLITAXEL PROTEIN-BOUND",TRUE,0.0164512787857911,"","CIViC"
"SYK","SP-600125",FALSE,0.0108134809996492,"","DTC"
"SYK","SOVLEPLENIB",FALSE,0.962399808968777,"inhibitor","GuideToPharmacology"
"SYK","LANRAPLENIB",FALSE,0.962399808968777,"inhibitor","GuideToPharmacology"
"SYK","GW441756X",FALSE,0.014806150907212,"","DTC"
"SYK","TAMATINIB",FALSE,0.0475259164922853,"inhibitor; inhibitor","DTC; ChEMBL; GuideToPharmacology"
"SYK","CEVIDOPLENIB DIMESYLATE",FALSE,0.962399808968777,"","TTD"
"SYK","P505-15",FALSE,0.769919847175021,"inhibitor","TdgClinicalTrial; TTD; GuideToPharmacology"
"SYK","COMPOUND 7 [PMID: 22464456]",FALSE,0.240599952242194,"inhibitor","GuideToPharmacology"
"SYK","SYK INHIBITOR II",FALSE,0.481199904484388,"inhibitor","GuideToPharmacology"
"SYK","LANRAPLENIB",FALSE,0.962399808968777,"","TTD"
"SYK","LAZERTINIB",TRUE,0.192479961793755,"inhibitor","GuideToPharmacology"
"SYK","MIVAVOTINIB CITRATE",FALSE,0.962399808968777,"inhibitor","ChEMBL"
"SYK","CERDULATINIB",FALSE,0.213866624215284,"inhibitor","TTD; GuideToPharmacology"
"SYK","RG-1530",FALSE,0.0111906954531253,"","DTC"
"SYK","ER-27319",FALSE,0.962399808968777,"inhibitor","GuideToPharmacology"
"SYK","ENTRECTINIB",TRUE,0.0168842071748908,"","DTC"
"SYK","CEDIRANIB",FALSE,0.0196408124279342,"","DTC"
"SYK","MIVAVOTINIB",FALSE,0.192479961793755,"inhibitor","GuideToPharmacology"
"SYK","ILORASERTIB",FALSE,0.0091657124663693,"","DTC"
"CTSD","GRASSYSTATIN G",FALSE,3.78085639237734,"inhibitor","GuideToPharmacology"
"CTSD","COMPOUND 3 [PMID: 8410973]",FALSE,1.89042819618867,"inhibitor","GuideToPharmacology"
"CTSD","COMPOUND 1 [PMID: 10498202]",FALSE,7.56171278475467,"inhibitor","GuideToPharmacology"
"CTSD","COMPOUND 33 [PMID: 32003991]",FALSE,7.56171278475467,"inhibitor","GuideToPharmacology"
"CTSD","STREPTOZOCIN",TRUE,0.32877012107629,"","NCI"
"CTSD","GRASSYSTATIN A",FALSE,2.52057092825156,"inhibitor","GuideToPharmacology"
"CTSD","&BETA;-SECRETASE INHIBITOR IV",FALSE,2.52057092825156,"inhibitor","GuideToPharmacology"
"SLC46A1","FOLIC ACID",TRUE,0.575347711883508,"","GuideToPharmacology; TTD"
"SLC46A1","METHOTREXATE",TRUE,0.290197310818436,"","TTD; GuideToPharmacology; PharmGKB"
"SLC46A1","INDOMETHACIN",TRUE,0.157535683015722,"inhibitor","GuideToPharmacology"
"SLC46A1","PEMETREXED DISODIUM",TRUE,0.827062335832543,"","DTC"
"SLC46A1","[3H]N5-METHYLFOLATE",FALSE,6.61649868666034,"","GuideToPharmacology"
"SLC46A1","LEUCOVORIN CALCIUM",TRUE,0.178824288828658,"","GuideToPharmacology"
"SLC46A1","[3H]PEMETREXED",FALSE,6.61649868666034,"","GuideToPharmacology"
"SLC46A1","SULFASALAZINE",TRUE,0.245055506913346,"inhibitor","GuideToPharmacology"
"SIGLEC10","CD24FC",FALSE,4.41099912444023,"modulator","ChEMBL"
"SIGLEC10","MK-7110",FALSE,26.4659947466414,"agonist","GuideToPharmacology"
