"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PCOLCE",63.0290820996701,0.100040441970188,0.509605031401691,0.196309761100714,0.844367721784223,0.97585389367198
"KLHL12",242.977748967992,-0.0686535704126483,0.349774550437308,-0.196279490108167,0.844391413673609,0.97585389367198
"PCSK5",116.210737444281,0.108235944827892,0.551631395545089,0.196210632139491,0.844445306562802,0.97585389367198
"RNF19A",6434.04017061077,-0.090700161458154,0.462348016148178,-0.196172922323269,0.844474821116234,0.97585389367198
"TRBV20-1",3283.73927771411,-0.0747587975615181,0.381130055045564,-0.196150360150896,0.84449248008267,0.97585389367198
"OAZ3",15.6222987741147,-0.177907036813148,0.907066779653079,-0.196134442142387,0.844504938840372,0.97585389367198
"TIE1",7.09375438339049,0.252122260613323,1.28571992499819,0.196094231497329,0.844536411209606,NA
"NUDT19",141.754792273905,-0.0935073679806946,0.477153382417049,-0.19596920283165,0.844634271168529,0.97585389367198
"AC211476.2",123.291345154438,0.0953969226060858,0.486845221097377,0.19594918153054,0.844649942067241,0.97585389367198
"TCF25",5057.13547865562,-0.0626591360089728,0.319777732931572,-0.195945901031142,0.844652509757067,0.97585389367198
"ZRSR2",488.595303034016,-0.0761725937315219,0.388890520348469,-0.195871562164248,0.84471069620383,0.97585389367198
"AP4B1-AS1",10.5301360159913,0.262745604544553,1.34198973131088,0.195788088697145,0.844776033485922,0.97585389367198
"BCKDHA",456.823177608722,0.067820068990094,0.346432748498023,0.195766910848156,0.844792610217652,0.97585389367198
"FAM160A1-DT",7.33740064908113,0.204661379465097,1.04697555832477,0.19547866025886,0.845018242072551,NA
"CARD17",27.4993027505768,0.13221446717616,0.676714404595093,0.195377054601445,0.845097778238835,0.975917439352954
"UGGT1",527.763670572848,0.0613690097045368,0.314215198561626,0.195308851976174,0.845151167641286,0.975917439352954
"RNF7",2356.84485790113,-0.0611473382544048,0.3131898392188,-0.195240491859272,0.845204681042727,0.975917439352954
"ST3GAL6",206.44442061504,0.163174415407054,0.836022427604837,0.19517947129067,0.845252449530777,0.975917439352954
"NRP2",918.042229183444,-0.29977965447345,1.53665543084644,-0.195085800274901,0.845325778744934,0.975917439352954
"AC005670.3",77.5814878268322,0.0936799624119482,0.48027269545681,0.195055774142739,0.845349284620544,0.975917439352954
"SSC4D",4.67601101594065,0.342160105258016,1.75532014072782,0.194927464978636,0.845449732650317,NA
"COQ5",131.462288526153,0.084010447328045,0.431128489613039,0.194861739254228,0.845501187621878,0.975917439352954
"WASHC5",449.889994162697,-0.0636140681960028,0.326472460775774,-0.194852784963366,0.845508197755863,0.975917439352954
"AC006160.1",12.8987391267951,0.178774868045686,0.918212020395007,0.194698897503845,0.845628675059686,0.975917439352954
"PREX1",1171.02707161567,-0.0784739769798926,0.403101476099741,-0.194675489008816,0.845647001706076,0.975917439352954
"SLC25A10",26.4676483593432,-0.129661056812464,0.666038689463676,-0.194674962376245,0.845647414010728,0.975917439352954
"CCNY",303.881296889318,-0.0874945602034884,0.449627184918169,-0.194593572493648,0.845711135277868,0.975917439352954
"RBM33",1780.40171809182,-0.062254931080455,0.319980554373976,-0.194558482474828,0.845738608051321,0.975917439352954
"LINC02762",55.2564938419062,0.105336978753529,0.54146172841584,0.194541872907092,0.845751612124899,0.975917439352954
"STK38",1562.13259365649,0.0579850477665192,0.298110942224587,0.194508283841641,0.845777910028506,0.975917439352954
"SGSM2",145.898486511059,0.0748383998894433,0.38528601431789,0.194241153606204,0.845987060550047,0.975917439352954
"TBX3",4.5272689746625,0.30510671082218,1.57153079973546,0.194146185918558,0.846061418438041,NA
"SPTLC1",662.902898306629,0.0605919693352419,0.312253647679117,0.194047274661491,0.846138865523236,0.975917439352954
"FBXL3",1252.65578961277,0.0712591177201135,0.367244979269914,0.194037010013798,0.846146902782998,0.975917439352954
"INO80E",865.721303181325,0.0617408123452288,0.318354874650316,0.193937072309779,0.846225155237232,0.975917439352954
