"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AMDHD1",3.04069508555133,-0.517419032026852,1.52634432075005,-0.338992339403859,0.73461550112787,0.999860282006642
"PWP2",3.04069508555133,-0.517419032026852,1.52634432075005,-0.338992339403859,0.73461550112787,0.999860282006642
"ZMAT2",69.239814878285,0.206274488779626,0.608623049174578,0.338919942416538,0.73467004076376,0.999860282006642
"LRMDA",50.6941902979013,-0.198303645662444,0.585275073553935,-0.338821273317339,0.734744374419638,0.999860282006642
"AC017002.1",21.9003965590442,-0.322619627615102,0.95228037988016,-0.338786385219553,0.734770658418963,0.999860282006642
"GATAD2B",16.9820314773195,0.2433703287817,0.718365349994726,0.338783501714673,0.734772830808118,0.999860282006642
"RDH14",13.3735838629319,0.248675627713716,0.734059068080517,0.338767871043369,0.73478460675743,0.999860282006642
"MEAK7",3.74665494458727,0.455371700830229,1.344207083726,0.338766032662161,0.734785991774591,0.999860282006642
"TP53INP2",45.9948762214662,0.202158134228799,0.597278175255275,0.338465630595655,0.735012323130564,0.999860282006642
"ZNF710",8.00257090484319,-0.28697125529373,0.847862064448023,-0.338464553760351,0.73501313448994,0.999860282006642
"CASP2",4.73329394376757,-0.380649903631522,1.125056867423,-0.338338367289308,0.735108213821709,0.999860282006642
"MRPL24",30.9159162868358,-0.223552190745463,0.660800486129977,-0.338305124523608,0.735133262348522,0.999860282006642
"POC1B",15.3876839811445,0.254723100895144,0.753001313266768,0.338277100460916,0.735154378785309,0.999860282006642
"QRSL1",6.75986941672779,-0.336717562870467,0.995893080021498,-0.338106137722333,0.735283205408023,0.999860282006642
"SERPINA6",1.39088285843576,0.877167037896821,2.59514128323972,0.338003577516899,0.735360491815567,0.999860282006642
"SLC38A9",8.79291294857581,0.275982039853741,0.816566030023471,0.337978840297591,0.735379133470378,0.999860282006642
"HBS1L",23.8563116834405,0.210106996748331,0.622039487598139,0.337771155911035,0.735535647936907,0.999860282006642
"LRR1",9.22701340057065,0.273360467166202,0.809328720798041,0.337761975006465,0.735542567075338,0.999860282006642
"ADM",180.058423394153,-0.163930973503727,0.48553018396939,-0.337632919468632,0.735639831344794,0.999860282006642
"AC009690.2",6.47853344362447,-0.343712148372275,1.01813380817285,-0.337590349729279,0.735671915474186,0.999860282006642
"LINC00987",2.98465318129156,0.490156638078816,1.45219599614934,0.337527881483299,0.735718997623431,0.999860282006642
"MAPRE2",89.5254785702144,-0.186531957824825,0.553189446761042,-0.337193630350291,0.735970938667767,0.999860282006642
"MAN2C1",22.6499742652469,0.236082083081395,0.700181161498125,0.337172857630542,0.73598659699634,0.999860282006642
"PDE7B",4.5786509102521,-0.412691758043887,1.22442945602508,-0.337048211322543,0.736080556801031,0.999860282006642
"DTYMK",23.7203933749445,0.293856128512507,0.8718570582485,0.33704622303895,0.736082055623807,0.999860282006642
"C11orf24",11.1640123339878,-0.301559975716627,0.894832417355712,-0.337001621608386,0.73611567767103,0.999860282006642
"SYMPK",21.5727398785466,-0.217585245202429,0.645687460847329,-0.336982299326201,0.736130243609244,0.999860282006642
"NMT1",22.7336872802063,0.230980933267236,0.685701866494684,0.336853295219996,0.736227494688538,0.999860282006642
"HIST1H1D",7.59879058501892,-0.405448856676198,1.20395543886586,-0.336764006031763,0.736294808741234,0.999860282006642
"TRGV7",3.08030128649528,-0.442129214805343,1.31347902222022,-0.336609269981332,0.736411467194791,0.999860282006642
"MRPL18",263.226068667322,-0.151785161592224,0.451195554087401,-0.336406598463118,0.736564274301039,0.999860282006642
"SLC25A39",91.4214518107864,-0.179505893967523,0.533692849094143,-0.336346822469526,0.736609345261051,0.999860282006642
"AC022092.1",1.73248147345275,0.552017454009115,1.64354338218919,0.335870327483434,0.736968653761625,0.999860282006642
"BLCAP",23.6072755162918,0.205389090785595,0.611557017138417,0.335846184459867,0.73698686071769,0.999860282006642
"BCAP29",40.8420876565722,-0.165581726529792,0.4931690601427,-0.335750435118295,0.737059069533863,0.999860282006642
"RPL41",1157.98984681634,0.125413477753982,0.373637339004301,0.335655633583607,0.73713056585396,0.999860282006642
"RFXANK",33.0293787202447,-0.249891344382357,0.744972871084663,-0.33543683814757,0.737295583137749,0.999860282006642
"YTHDC1",127.464487356223,0.143121871550273,0.426689818462897,0.335423685678402,0.737305503222131,0.999860282006642
"CARD9",29.3365830830912,-0.235001830256949,0.700688987505474,-0.335386789927411,0.737333331611658,0.999860282006642
"CLOCK",10.816065511714,-0.255146354370536,0.760952044610401,-0.335298861705758,0.737399652311301,0.999860282006642
"EDNRB",8.05361525826327,-0.449013075792757,1.33917099626039,-0.335291816389855,0.737404966392622,0.999860282006642
"REXO5",2.50997957377748,0.496137324880713,1.48028253886413,0.335163937866494,0.737501423705704,0.999860282006642
"FOXJ3",18.8817513686161,0.214424267837309,0.639807657112538,0.335138639642121,0.73752050635798,0.999860282006642
"CROCC",2.38328672316446,-0.56657585979256,1.69118782072122,-0.335016520844467,0.737612623815657,0.999860282006642
"FCHSD2",49.2364600885252,-0.16292404642806,0.486317347977501,-0.335015904955128,0.737613088406922,0.999860282006642
"PPIL3",16.671409372825,-0.230594438780463,0.688310271519112,-0.335015251583471,0.737613581272782,0.999860282006642
"AL360270.3",2.26168062357026,-0.598679362804945,1.78735009363478,-0.334953608102296,0.737660082041679,0.999860282006642
"MOAP1",35.6778931449691,0.238372782494831,0.711678855097596,0.334944309202697,0.737667096751277,0.999860282006642
